tx_index,buy_date,trader,stock,code,industry,amount_w,buy_price_est,shares_est,remaining,realized_shares,realized_proceeds,first_sell_date,last_sell_date,window,source_quality,return_confidence,source_image,note,realized_exit_price_est,realized_return_pct,open_shares_est,end_close,unrealized_return_pct,blended_return_pct,holding_calendar_days_to_first_sell,status
318,2026-08-05,紫阳东路,星网锐捷,002396,C39计算机、通信和其他电子设备制造业,14200.0,28.066039341430965,5059495.50887931,5059495.50887931,0.0,0.0,,,单日,verified,中,8.jpg,,,,5059495.50887931,32.67,0.16404026954286666,0.16404026954286688,,持有至截止日
319,2026-08-05,紫阳东路,新开普,300248,I65软件和信息技术服务业,10400.0,9.686641025476595,10736435.852889786,10736435.852889786,0.0,0.0,,,单日,verified,中,8.jpg,,,,10736435.852889786,8.94,-0.07707945649197423,-0.07707945649197412,,持有至截止日
322,2026-08-05,作手新一,智动力,300686,C39计算机、通信和其他电子设备制造业,6903.0,14.633081548596369,4717393.241522766,4717393.241522766,0.0,0.0,,,单日,verified,中,8.jpg,,,,4717393.241522766,14.18,-0.030962825368784364,-0.030962825368784364,,持有至截止日
320,2026-08-05,紫阳东路,太极实业,600667,E48土木工程建筑业,8240.0,18.23477130388836,4518839.234492024,0.0,4518839.234492024,98651094.39382511,2026-08-12,2026-08-12,单日,verified,中,8.jpg,,21.83106972269058,0.1972220193425378,0.0,22.95,0.25858447125718387,0.1972220193425378,7.0,已全部卖出
324,2026-08-05,作手新一,百花医药,600721,M73研究和试验发展,5003.0,8.664377211637971,5774217.670578772,0.0,5774217.670578772,54541639.260007374,2026-08-06,2026-08-06,单日,verified,中,8.jpg,,9.445719294219204,0.09017867799335155,0.0,13.81,0.5938825910592214,0.09017867799335155,1.0,已全部卖出
325,2026-08-05,知春路,长飞光纤,601869,C39计算机、通信和其他电子设备制造业,10500.0,293.31725071424955,357974.1721440423,357974.1721440423,0.0,0.0,,,单日,verified,中,8.jpg,,,,357974.1721440423,355.18,0.21090729963924737,0.21090729963924737,,持有至截止日
327,2026-08-05,江苏路,大众交通,600611,G54道路运输业,1495.0,4.687622431945218,3189250.033901773,3189250.033901773,0.0,0.0,,,单日,verified,中,8.jpg,,,,3189250.033901773,5.08,0.08370502824220782,0.08370502824220782,,持有至截止日
328,2026-08-05,江苏路,皖仪科技,688600,C40仪器仪表制造业,927.0,25.880508349021444,358184.6181298253,358184.6181298253,0.0,0.0,,,单日,verified,中,8.jpg,,,,358184.6181298253,26.21,0.012731266578502654,0.012731266578502654,,持有至截止日
323,2026-08-05,作手新一,大众交通,600611,G54道路运输业,6353.0,4.687622431945218,13552712.685871549,13552712.685871549,0.0,0.0,,,单日,verified,中,8.jpg,,,,13552712.685871549,5.08,0.08370502824220782,0.08370502824220805,,持有至截止日
366,2026-08-06,中山东路,大晟文化,600892,I64互联网和相关服务,2100.0,4.518343329233157,4647721.182259975,0.0,4647721.182259975,17889295.209330823,2026-08-10,2026-08-10,单日,verified,中,7.jpg,,3.849046555893457,-0.14812879955567504,0.0,3.77,-0.16562338775618546,-0.14812879955567504,4.0,已全部卖出
367,2026-08-06,中山东路,凯撒文化,002425,I64互联网和相关服务,1936.0,3.5861250232258226,5398584.788487135,235553.53861179296,5163031.2498753425,18040000.0,2026-08-07,2026-08-07,3日,verified,低,7.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,3.494071433411441,-0.025669375500906866,235553.53861179296,3.25,-0.09372930978392613,-0.028638997908660868,1.0,部分卖出
368,2026-08-06,炒股养家,江化微,603078,C26化学原料和化学制品制造业,3004.0,33.09950243036702,907566.5129165178,907566.5129165178,0.0,0.0,,,单日,verified,中,7.jpg,,,,907566.5129165178,36.18,0.09306779085617878,0.093067790856179,,持有至截止日
369,2026-08-06,宁波桑田路,百花医药,600721,M73研究和试验发展,2831.0,9.445719294219204,2997124.847583155,0.0,2997124.847583155,41671009.53303078,2026-08-12,2026-08-12,单日,verified,中,7.jpg,,13.903661559722403,0.4719537101035245,0.0,13.81,0.462037942250914,0.4719537101035245,6.0,已全部卖出
370,2026-08-06,温州帮,任子行,300311,I65软件和信息技术服务业,1031.0,6.555907987341094,1572627.3187341467,1572627.3187341467,0.0,0.0,,,单日,verified,中,7.jpg,,,,1572627.3187341467,6.26,-0.04513607999265201,-0.04513607999265201,,持有至截止日
372,2026-08-06,佛山系,泰坦股份,003036,C35专用设备制造业,4988.0,46.97549639344304,1061830.1844482985,0.0,1061830.1844482985,49880000.0,2026-08-06,2026-08-06,3日,verified,低,7.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,46.97549639344304,0.0,0.0,56.05,0.19317525738426466,0.0,0.0,已全部卖出
374,2026-08-06,独股一剑,传智教育,003032,P83教育,1227.0,11.190912130811613,1096425.3723534623,173780.36492719688,922645.0074262654,11030000.0,2026-08-13,2026-08-13,单日,verified,中,7.jpg,,11.954760402127336,0.06825612268124615,173780.36492719688,12.26,0.09553179014290514,0.07257923993540616,7.0,部分卖出
378,2026-08-06,思明南路,森合高科,920038,未分类,6016.0,50.04477924577019,1202123.3964197126,1202123.3964197126,0.0,0.0,,,单日,verified,中,7.jpg,,,,1202123.3964197126,38.8,-0.2246943520431376,-0.2246943520431376,,持有至截止日
364,2026-08-06,五星路,百花医药,600721,M73研究和试验发展,2033.0,9.445719294219204,2152297.709338239,2152297.709338239,0.0,0.0,,,单日,verified,中,7.jpg,,,,2152297.709338239,13.81,0.462037942250914,0.462037942250914,,持有至截止日
363,2026-08-06,新闻路,欣天科技,300615,C39计算机、通信和其他电子设备制造业,1827.0,18.001021610207882,1014942.3958048908,164449.4548024378,850492.941002453,14591507.993092652,2026-08-07,2026-08-07,单日,verified,中,7.jpg,,17.156530395060113,-0.04691351599005256,164449.4548024378,17.62,-0.02116666589588523,-0.042741796020163925,1.0,部分卖出
365,2026-08-06,著名刺客,博杰股份,002975,C35专用设备制造业,4986.0,91.10616839356014,547273.5916696105,547273.5916696105,0.0,0.0,,,单日,verified,中,7.jpg,,,,547273.5916696105,99.99,0.09751075874537385,0.09751075874537407,,持有至截止日
361,2026-08-06,葛卫东,哈药股份,600664,C27医药制造业,6951.0,6.545174409591479,10620037.855391314,0.0,10620037.855391314,69510000.0,2026-08-06,2026-08-06,单日,verified,中,7.jpg,,6.545174409591479,0.0,0.0,8.91,0.3613082619988002,0.0,0.0,已全部卖出
347,2026-08-06,紫阳东路,多氟多,002407,C26化学原料和化学制品制造业,20900.0,34.02491798976201,6142557.0537124425,393561.86699925363,5748995.186713189,210000000.0,2026-08-07,2026-08-07,单日,verified,中,7.jpg,,36.52812242482691,0.07356974191144583,393561.86699925363,39.16,0.15092121637980482,0.07852575460139133,1.0,部分卖出
348,2026-08-06,紫阳东路,云南锗业,002428,C32有色金属冶炼和压延加工业,16100.0,90.36975567263958,1781569.4952547546,1781569.4952547546,0.0,0.0,,,单日,verified,中,7.jpg,,,,1781569.4952547546,101.59,0.12415928585671132,0.12415928585671132,,持有至截止日
349,2026-08-06,紫阳东路,蜀道装备,300540,C34通用设备制造业,8247.0,30.677234225234262,2688312.753180416,2688312.753180416,0.0,0.0,,,单日,verified,中,7.jpg,,,,2688312.753180416,33.09,0.07865004247289886,0.07865004247289886,,持有至截止日
350,2026-08-06,知春路,云南锗业,002428,C32有色金属冶炼和压延加工业,10200.0,90.36975567263958,1128696.2019626396,0.0,1128696.2019626396,102000000.0,2026-08-06,2026-08-06,单日,verified,中,7.jpg,,90.36975567263958,0.0,0.0,101.59,0.12415928585671132,0.0,0.0,已全部卖出
352,2026-08-06,知春路,有研新材,600206,C32有色金属冶炼和压延加工业,29400.0,39.02005033302168,7534587.923152812,4331106.66330893,3203481.2598438826,125000000.0,2026-08-06,2026-08-06,3日,verified,低,7.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,39.02005033302168,0.0,4331106.66330893,50.78,0.301382226998979,0.1732435250436306,0.0,部分卖出
357,2026-08-06,江苏路,江钨装备,600397,C35专用设备制造业,2667.0,16.78941209081788,1588501.1253363546,1588501.1253363546,0.0,0.0,,,单日,verified,中,7.jpg,,,,1588501.1253363546,18.06,0.07567792739312185,0.07567792739312185,,持有至截止日
358,2026-08-06,江苏路,和远气体,002971,C26化学原料和化学制品制造业,2819.0,36.906571987863934,763820.6010915828,558708.0806849393,205112.52040664354,7570000.0,2026-08-06,2026-08-06,3日,verified,低,7.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,36.906571987863934,0.0,558708.0806849393,45.15,0.22335935222720682,0.16337956165040812,0.0,部分卖出
360,2026-08-06,葛卫东,百花医药,600721,M73研究和试验发展,3110.0,9.445719294219204,3292496.741781566,3292496.741781566,0.0,0.0,,,单日,verified,中,7.jpg,,,,3292496.741781566,13.81,0.462037942250914,0.462037942250914,,持有至截止日
405,2026-08-07,炒股养家,依顿电子,603328,C39计算机、通信和其他电子设备制造业,1433.0,10.761987322516907,1331538.4575874635,1331538.4575874635,0.0,0.0,,,单日,verified,中,6.jpg,,,,1331538.4575874635,10.79,0.002602927939199695,0.002602927939199695,,持有至截止日
400,2026-08-07,成都系,盛达资源,000603,B09有色金属矿采选业,9962.0,32.062249144333386,3107080.839885702,3107080.839885702,0.0,0.0,,,单日,verified,中,6.jpg,,,,3107080.839885702,32.09,0.000865530535356207,0.000865530535356207,,持有至截止日
401,2026-08-07,成都系,博敏电子,603936,C39计算机、通信和其他电子设备制造业,,15.265862629817667,,,0.0,0.0,,,单日,obscured,不可计算,6.jpg,金额被头像遮挡,,,,15.8,0.03498900672268879,,,不可计算
402,2026-08-07,方新侠,中国稀土,000831,C32有色金属冶炼和压延加工业,13300.0,55.75573487661629,2385404.8430053,478815.4714528322,1906589.3715524678,114000000.0,2026-08-14,2026-08-14,单日,verified,中,6.jpg,,59.79263374744078,0.07240329411419077,478815.4714528322,60.95,0.0931610915877672,0.07656994725601618,7.0,部分卖出
403,2026-08-07,徐晓,联创光电,600363,C39计算机、通信和其他电子设备制造业,4064.0,21.408169065718198,1898340.763063131,1898340.763063131,0.0,0.0,,,单日,verified,中,6.jpg,,,,1898340.763063131,20.36,-0.04896117283549839,-0.04896117283549839,,持有至截止日
404,2026-08-07,小鳄鱼,方邦股份,688020,C39计算机、通信和其他电子设备制造业,2410.0,136.18148296143738,176969.72801232027,176969.72801232027,0.0,0.0,,,单日,verified,中,6.jpg,,,,176969.72801232027,144.98,0.06460876212556799,0.06460876212556821,,持有至截止日
406,2026-08-07,章盟主,国投中鲁,600962,C15酒、饮料和精制茶制造业,1428.0,29.044216201556903,491664.15443617746,491664.15443617746,0.0,0.0,,,单日,verified,中,6.jpg,,,,491664.15443617746,25.74,-0.11376503254991555,-0.11376503254991543,,持有至截止日
411,2026-08-07,温州帮,汇绿生态,001267,C39计算机、通信和其他电子设备制造业,10000.0,41.22524213420621,2425698.3057723767,2425698.3057723767,0.0,0.0,,,单日,verified,中,6.jpg,,,,2425698.3057723767,41.47,0.005937087403804497,0.005937087403804497,,持有至截止日
412,2026-08-07,温州帮,联创光电,600363,C39计算机、通信和其他电子设备制造业,4240.0,21.408169065718198,1980552.3709123216,16056.872708726674,1964495.498203595,41140000.0,2026-08-10,2026-08-10,单日,verified,中,6.jpg,,20.94176343881668,-0.021786338919024817,16056.872708726674,20.36,-0.04896117283549839,-0.022006652633262402,3.0,部分卖出
413,2026-08-07,温州帮,近岸蛋白,688137,M73研究和试验发展,1137.0,43.61119596802724,260712.86851054739,0.0,260712.86851054739,14244108.087478133,2026-08-10,2026-08-10,单日,verified,中,6.jpg,,54.63523211897718,0.25277995492331873,0.0,69.58,0.5954618637611158,0.25277995492331873,3.0,已全部卖出
399,2026-08-07,成都系,贤丰控股,002141,C38电气机械和器材制造业,12900.0,6.043222314577004,21346227.77137223,1504281.8864327632,19841945.884939466,141000000.0,2026-08-11,2026-08-11,单日,verified,中,6.jpg,,7.106157874718454,0.1758888726594614,1504281.8864327632,6.48,0.07227562758520967,0.16858718313243637,4.0,部分卖出
396,2026-08-07,新闻路,通宇通讯,002792,C39计算机、通信和其他电子设备制造业,8016.0,31.86444034708229,2515656.924360197,103622.49830183992,2412034.426058357,83190000.0,2026-08-10,2026-08-10,3日,verified,低,6.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,34.4895574877617,0.08238390858541411,103622.49830183992,36.34,0.14045624539981993,0.08477596791777509,3.0,部分卖出
380,2026-08-07,紫阳东路,中国稀土,000831,C32有色金属冶炼和压延加工业,20700.0,55.75573487661629,3712622.5752037372,3712622.5752037372,0.0,0.0,,,单日,verified,中,6.jpg,,,,3712622.5752037372,60.95,0.0931610915877672,0.09316109158776698,,持有至截止日
381,2026-08-07,紫阳东路,红板科技,603459,C39计算机、通信和其他电子设备制造业,7233.0,103.91222454927222,696068.247155109,86630.9690519534,609437.2781031555,62509201.90662989,2026-08-10,2026-08-10,单日,verified,中,6.jpg,,102.56872060925909,-0.012929219308321915,86630.9690519534,97.33,-0.06334408273735992,-0.019203731170240435,3.0,部分卖出
385,2026-08-07,知春路,光迅科技,002281,C39计算机、通信和其他电子设备制造业,21800.0,189.8898421594808,1148034.0260481685,1148034.0260481685,0.0,0.0,,,单日,verified,中,6.jpg,,,,1148034.0260481685,191.52,0.008584755361216834,0.008584755361216834,,持有至截止日
387,2026-08-07,葛卫东,志特新材,300986,C33金属制品业,6513.0,13.442644902954356,4845028.673314584,4845028.673314584,0.0,0.0,,,单日,verified,中,6.jpg,,,,4845028.673314584,12.99,-0.03367230974425839,-0.03367230974425839,,持有至截止日
384,2026-08-07,知春路,红板科技,603459,C39计算机、通信和其他电子设备制造业,11900.0,103.91222454927222,1145197.309711848,0.0,1145197.309711848,117461422.90230969,2026-08-10,2026-08-10,单日,verified,中,6.jpg,,102.56872060925909,-0.012929219308321804,0.0,97.33,-0.06334408273735992,-0.012929219308321804,3.0,已全部卖出
389,2026-08-07,江苏路,毕得医药,688073,M73研究和试验发展,1522.0,58.07395827623237,262079.60421098094,7784.461901983508,254295.14230899743,18320000.0,2026-08-10,2026-08-10,单日,verified,中,6.jpg,,72.04227274518333,0.2405263027278044,7784.461901983508,83.34,0.4350666369870666,0.24630466852242483,3.0,部分卖出
390,2026-08-07,江苏路,泰金新能,688813,C35专用设备制造业,2903.0,121.51298573674025,238904.50739885482,238904.50739885482,0.0,0.0,,,单日,verified,中,6.jpg,,,,238904.50739885482,115.55,-0.0490728270775862,-0.0490728270775862,,持有至截止日
391,2026-08-07,江苏路,近岸蛋白,688137,M73研究和试验发展,1340.0,43.61119596802724,307260.54864039883,29417.8560909637,277842.69254943513,15180000.0,2026-08-10,2026-08-10,单日,verified,中,6.jpg,,54.63523211897718,0.25277995492331873,29417.8560909637,69.58,0.5954618637611158,0.28558913632904903,3.0,部分卖出
392,2026-08-07,江苏路,南模生物,688265,M73研究和试验发展,1340.0,40.8444920507891,328073.61108414416,328073.61108414416,0.0,0.0,,,单日,verified,中,6.jpg,,,,328073.61108414416,49.68,0.216320671541812,0.216320671541812,,持有至截止日
393,2026-08-07,作手新一,泰金新能,688813,C35专用设备制造业,3407.0,121.51298573674025,280381.5558759553,10652.22446402267,269729.33141193265,32170000.0,2026-08-10,2026-08-10,单日,verified,中,6.jpg,,119.26771119626488,-0.01847765098406673,10652.22446402267,115.55,-0.0490728270775862,-0.01964001946528271,3.0,部分卖出
395,2026-08-07,新闻路,贤丰控股,002141,C38电气机械和器材制造业,3403.0,6.043222314577004,5631101.791161217,0.0,5631101.791161217,40015498.33660147,2026-08-11,2026-08-11,单日,verified,中,6.jpg,,7.106157874718455,0.1758888726594614,0.0,6.48,0.07227562758520967,0.1758888726594614,4.0,已全部卖出
388,2026-08-07,江苏路,一博科技,301366,C39计算机、通信和其他电子设备制造业,2034.0,50.6144479578587,401861.53994873096,401861.53994873096,0.0,0.0,,,单日,verified,中,6.jpg,,,,401861.53994873096,55.22,0.09099283362679089,0.09099283362679089,,持有至截止日
439,2026-08-10,炒股养家,湖南天雁,600698,C36汽车制造业,826.0,7.02493518075857,1175811.5608844757,1175811.5608844757,0.0,0.0,,,单日,verified,中,5.jpg,,,,1175811.5608844757,7.08,0.00783848075812199,0.00783848075812199,,持有至截止日
440,2026-08-10,炒股养家,大东方,600327,Q84卫生,821.0,3.8397430829365358,2138163.888225877,2138163.888225877,0.0,0.0,,,单日,verified,中,5.jpg,,,,2138163.888225877,4.0,0.04173636454366725,0.04173636454366725,,持有至截止日
441,2026-08-10,炒股养家,秦安股份,603758,C36汽车制造业,472.0,11.282491452741697,418347.3144890368,418347.3144890368,0.0,0.0,,,单日,verified,中,5.jpg,结合当日东方财富龙虎榜复核代码603758,,,418347.3144890368,13.82,0.22490675555900186,0.22490675555900186,,持有至截止日
443,2026-08-10,独股一剑,传智教育,003032,P83教育,724.0,11.469622678718013,631232.6222756992,631232.6222756992,0.0,0.0,,,单日,verified,中,5.jpg,,,,631232.6222756992,12.26,0.0689104902071922,0.0689104902071922,,持有至截止日
449,2026-08-10,低位挖掘,森合高科,920038,未分类,1177.0,46.18373561284622,254851.62349504963,254851.62349504963,0.0,0.0,,,单日,verified,中,5.jpg,,,,254851.62349504963,38.8,-0.15987740088292912,-0.159877400882929,,持有至截止日
452,2026-08-10,温州帮,近岸蛋白,688137,M73研究和试验发展,1164.0,54.63523211897718,213049.3373699226,213049.3373699226,0.0,0.0,,,单日,verified,中,5.jpg,,,,213049.3373699226,69.58,0.27353719022330014,0.27353719022330014,,持有至截止日
437,2026-08-10,宁波桑田路,百花医药,600721,M73研究和试验发展,3083.0,11.589999957019984,2660051.7786306357,1153327.0660803476,1506724.712550288,20948990.466969226,2026-08-12,2026-08-12,单日,verified,中,5.jpg,,13.903661559722401,0.19962567828147826,1153327.0660803476,13.81,0.19154443927632436,0.19612186991692582,2.0,部分卖出
436,2026-08-10,深南东路,毕得医药,688073,M73研究和试验发展,1933.0,72.04227274518333,268314.6889100939,268314.6889100939,0.0,0.0,,,单日,verified,中,5.jpg,,,,268314.6889100939,83.34,0.15682080567859424,0.15682080567859424,,持有至截止日
453,2026-08-10,温州帮,近岸蛋白,688137,M73研究和试验发展,1532.0,54.63523211897718,280405.1416243311,280405.1416243311,0.0,0.0,,,单日,verified,中,5.jpg,图片同一行重复标注买入,,,280405.1416243311,69.58,0.27353719022330014,0.27353719022330014,,持有至截止日
434,2026-08-10,呼家楼,立新能源,001258,D44电力、热力生产和供应业,4153.0,14.289668516689613,2906295.5485282987,0.0,2906295.5485282987,43279123.47086531,2026-08-11,2026-08-11,单日,verified,中,5.jpg,,14.89150802050437,0.04211710741308239,0.0,13.75,-0.03776634258935452,0.04211710741308239,1.0,已全部卖出
416,2026-08-10,紫阳东路,风范股份,601700,C33金属制品业,12000.0,6.9299273245233595,17316198.91241119,17316198.91241119,0.0,0.0,,,单日,verified,中,5.jpg,,,,17316198.91241119,6.56,-0.05338112612152157,-0.05338112612152146,,持有至截止日
419,2026-08-10,知春路,翔鹭钨业,002842,C32有色金属冶炼和压延加工业,12000.0,39.10046260254678,3069017.398075078,3069017.398075078,0.0,0.0,,,单日,verified,中,5.jpg,,,,3069017.398075078,39.72,0.01584475876285074,0.01584475876285074,,持有至截止日
421,2026-08-10,作手新一,儒意电影,002739,R87广播、电视、电影和录音制作业,3409.0,9.537786269112933,3574204.646459388,3574204.646459388,0.0,0.0,,,单日,verified,中,5.jpg,,,,3574204.646459388,9.59,0.005474407730875042,0.005474407730875042,,持有至截止日
424,2026-08-10,江苏路,圣阳股份,002580,C38电气机械和器材制造业,2856.0,20.10204194553605,1420751.1892264339,10310.409947981825,1410440.779278452,30290000.0,2026-08-11,2026-08-11,单日,verified,中,5.jpg,,21.475556042484566,0.06832709337040876,10310.409947981825,22.28,0.10834511540493508,0.06861750467930805,1.0,部分卖出
435,2026-08-10,成都系,儒意电影,002739,R87广播、电视、电影和录音制作业,9998.0,9.537786269112933,10482516.296656193,10482516.296656193,0.0,0.0,,,单日,verified,中,5.jpg,,,,10482516.296656193,9.59,0.005474407730875042,0.005474407730875042,,持有至截止日
426,2026-08-10,江苏路,北方长龙,301357,C41其他制造业,3207.0,103.27003174638016,310545.07738276286,310545.07738276286,0.0,0.0,,,单日,verified,中,5.jpg,,,,310545.07738276286,101.99,-0.012394997122919249,-0.012394997122919249,,持有至截止日
427,2026-08-10,江苏路,信濠光电,301051,C39计算机、通信和其他电子设备制造业,1757.0,19.446192317242527,903518.7821536175,903518.7821536175,0.0,0.0,,,单日,verified,中,5.jpg,,,,903518.7821536175,21.0,0.07990292687683365,0.07990292687683365,,持有至截止日
431,2026-08-10,葛卫东,百花医药,600721,M73研究和试验发展,3110.0,11.589999957019984,2683347.7234970084,2683347.7234970084,0.0,0.0,,,单日,verified,中,5.jpg,,,,2683347.7234970084,13.81,0.19154443927632436,0.19154443927632436,,持有至截止日
432,2026-08-10,新闻路,哈三联,002900,C27医药制造业,1529.0,14.746592231300705,1036849.7182383516,13094.077549961163,1023755.6406883905,15310000.0,2026-08-11,2026-08-11,单日,verified,中,5.jpg,,14.954740556745845,0.014115011941764566,13094.077549961163,13.92,-0.056053101512239745,0.01322887897288827,1.0,部分卖出
425,2026-08-10,江苏路,儒意电影,002739,R87广播、电视、电影和录音制作业,4087.0,9.537786269112933,4285061.422727932,4285061.422727932,0.0,0.0,,,单日,verified,中,5.jpg,,,,4285061.422727932,9.59,0.005474407730875042,0.005474407730875264,,持有至截止日
483,2026-08-11,温州帮,凯迪股份,605288,C38电气机械和器材制造业,1045.0,59.07498947886911,176893.8105987801,176893.8105987801,0.0,0.0,,,单日,verified,中,4.jpg,,,,176893.8105987801,63.01,0.06661043117982146,0.06661043117982146,,持有至截止日
482,2026-08-11,温州帮,朗博科技,603655,C29橡胶和塑料制品业,1300.0,31.84502637812231,408227.01308644743,408227.01308644743,0.0,0.0,,,单日,verified,中,4.jpg,,,,408227.01308644743,34.54,0.08462777169276103,0.08462777169276126,,持有至截止日
479,2026-08-11,中山东路,北京文化,000802,R87广播、电视、电影和录音制作业,3138.0,5.170000001017479,6069632.493969879,397305.03403896745,5672327.459930912,35500000.0,2026-08-13,2026-08-13,单日,verified,中,4.jpg,,6.258453915217438,0.21053267195082137,397305.03403896745,5.92,0.14506769803383301,0.2062474761475681,2.0,部分卖出
484,2026-08-11,杭州帮,城地香江,603887,I65软件和信息技术服务业,1703.0,9.92921541222955,1715140.55169199,1715140.55169199,0.0,0.0,,,单日,verified,中,4.jpg,,,,1715140.55169199,11.92,0.20049767329233825,0.20049767329233847,,持有至截止日
481,2026-08-11,山东帮,国风新材,000859,C29橡胶和塑料制品业,2770.0,10.216102345750338,2711405.882843623,2711405.882843623,0.0,0.0,,,单日,verified,中,4.jpg,,,,2711405.882843623,9.65,-0.05541275200574147,-0.05541275200574147,,持有至截止日
485,2026-08-11,佛山系,联泰环保,603797,N77生态保护和环境治理业,992.0,4.965200757235362,1997905.1170377017,1997905.1170377017,0.0,0.0,,,单日,verified,中,4.jpg,,,,1997905.1170377017,4.67,-0.05945394187842079,-0.05945394187842068,,持有至截止日
477,2026-08-11,炒股养家,林平发展,603284,C22造纸和纸制品业,795.0,43.14737397088219,184252.23294852246,4141.372819754208,180110.86012876825,7980000.000000001,2026-08-12,2026-08-12,单日,verified,中,4.jpg,,44.306045700380245,0.0268538180395399,4141.372819754208,44.39,0.02879957491634122,0.026897552134451663,1.0,部分卖出
486,2026-08-11,玉兰路,腾龙股份,603158,C36汽车制造业,492.0,10.163992749321894,484061.7384667305,484061.7384667305,0.0,0.0,,,单日,verified,中,4.jpg,,,,484061.7384667305,10.76,0.05863908656545136,0.05863908656545114,,持有至截止日
476,2026-08-11,炒股养家,华智数媒,300426,R87广播、电视、电影和录音制作业,861.0,7.384041629616471,1166028.0957066063,1166028.0957066063,0.0,0.0,,,单日,verified,中,4.jpg,,,,1166028.0957066063,6.75,-0.08586647549133641,-0.08586647549133652,,持有至截止日
472,2026-08-11,呼家楼,誉衡药业,002437,C27医药制造业,16900.0,3.433811229052544,49216450.38904204,24584927.46652621,24631522.922515832,84580000.0,2026-08-11,2026-08-11,3日,verified,低,4.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,3.433811229052544,0.0,24584927.46652621,4.53,0.31923384770627483,0.15946580723883863,0.0,部分卖出
456,2026-08-11,紫阳东路,太极实业,600667,E48土木工程建筑业,22600.0,20.217245324090804,11178575.33888156,4932939.768194988,6245635.570686571,136348905.6061749,2026-08-12,2026-08-12,单日,verified,中,4.jpg,,21.831069722690575,0.07982414877642818,4932939.768194988,22.95,0.1351694868466009,0.10424722693030919,1.0,部分卖出
457,2026-08-11,紫阳东路,万邦医药,301520,M73研究和试验发展,6034.0,66.23637824141372,910979.7607000339,29703.91719661036,881275.8435034235,66010000.00000001,2026-08-12,2026-08-12,单日,verified,中,4.jpg,,74.90276794333076,0.1308403317332718,29703.91719661036,85.79,0.29520970617262043,0.13619985177821037,1.0,部分卖出
475,2026-08-11,炒股养家,北京文化,000802,R87广播、电视、电影和录音制作业,2591.0,5.170000001017479,5011605.414874428,843314.2036170526,4168291.2112573753,24430000.0,2026-08-13,2026-08-13,单日,verified,中,4.jpg,,5.8609148837829474,0.13363924228810298,843314.2036170526,5.92,0.14506769803383301,0.1355623344428003,2.0,部分卖出
459,2026-08-11,知春路,宝鼎科技,002552,C39计算机、通信和其他电子设备制造业,8378.0,53.77460381934207,1557984.5140554127,0.0,1557984.5140554127,83780000.0,2026-08-11,2026-08-11,3日,verified,低,4.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,53.774603819342076,0.0,0.0,60.65,0.12785582212295044,0.0,0.0,已全部卖出
461,2026-08-11,江苏路,鸿博股份,002229,C23印刷和记录媒介复制业,2702.0,11.481106526746043,2353431.695547377,2353431.695547377,0.0,0.0,,,单日,verified,中,4.jpg,,,,2353431.695547377,12.56,0.09397121006939524,0.09397121006939524,,持有至截止日
462,2026-08-11,江苏路,大众交通,600611,G54道路运输业,1423.0,4.924956236616262,2889365.77632959,2889365.77632959,0.0,0.0,,,单日,verified,中,4.jpg,,,,2889365.77632959,5.08,0.03148124692581278,0.031481246925813,,持有至截止日
463,2026-08-11,江苏路,福赛科技,301529,C36汽车制造业,1649.0,88.85301605392016,185587.3973933884,185587.3973933884,0.0,0.0,,,单日,verified,中,4.jpg,,,,185587.3973933884,103.13,0.16068091529291362,0.16068091529291362,,持有至截止日
458,2026-08-11,知春路,太极实业,600667,E48土木工程建筑业,19700.0,20.217245324090804,9744156.379467554,262257.29575704783,9481899.083710507,206999999.99999997,2026-08-12,2026-08-12,单日,verified,中,4.jpg,,21.83106972269058,0.0798241487764284,262257.29575704783,22.95,0.1351694868466009,0.08131373064783864,1.0,部分卖出
466,2026-08-11,作手新一,大众交通,600611,G54道路运输业,4912.0,4.924956236616262,9973692.686810222,9973692.686810222,0.0,0.0,,,单日,verified,中,4.jpg,,,,9973692.686810222,5.08,0.03148124692581278,0.03148124692581278,,持有至截止日
467,2026-08-11,作手新一,北京文化,000802,R87广播、电视、电影和录音制作业,1594.0,5.170000001017479,3083172.146395152,95213.7379245027,2987958.4084706493,18700000.0,2026-08-13,2026-08-13,单日,verified,中,4.jpg,,6.258453915217438,0.21053267195082137,95213.7379245027,5.92,0.14506769803383301,0.20851099927936367,2.0,部分卖出
468,2026-08-11,作手新一,亚邦股份,603188,C26化学原料和化学制品制造业,1496.0,4.864857214122129,3075115.947200427,3075115.947200427,0.0,0.0,,,单日,verified,中,4.jpg,,,,3075115.947200427,4.59,-0.05649851619986901,-0.05649851619986901,,持有至截止日
