tx_index,buy_date,trader,stock,code,industry,amount_w,buy_price_est,shares_est,remaining,realized_shares,realized_proceeds,first_sell_date,last_sell_date,window,source_quality,return_confidence,source_image,note,realized_exit_price_est,realized_return_pct,open_shares_est,end_close,unrealized_return_pct,blended_return_pct,holding_calendar_days_to_first_sell,status
179,2026-07-29,温州帮,赤天化,600227,C26化学原料和化学制品制造业,1066.0,3.348181833087701,3183817.5258747293,3183817.5258747293,0.0,0.0,,,单日,verified,中,13.jpg,,,,3183817.5258747293,3.31,-0.011403751346589663,-0.011403751346589663,,持有至截止日
184,2026-07-29,佛山系,贤丰控股,002141,C38电气机械和器材制造业,2041.0,6.101876960378593,3344872.427374159,148766.07967376662,3196106.3477003924,18680000.0,2026-07-30,2026-07-30,单日,verified,中,13.jpg,,5.84461152659714,-0.04216168819069255,148766.07967376662,6.48,0.06196831599140373,-0.03753041664448764,1.0,部分卖出
176,2026-07-29,炒股养家,东百集团,600693,F52零售业,1714.0,9.086925300715174,1886226.5764032437,1886226.5764032437,0.0,0.0,,,单日,verified,中,13.jpg,,,,1886226.5764032437,9.5,0.04545813744637206,0.04545813744637206,,持有至截止日
164,2026-07-29,紫阳东路,贤丰控股,002141,C38电气机械和器材制造业,10800.0,6.101876960378593,17699471.933190063,10290386.99851982,7409084.934670244,43303223.21071093,2026-07-30,2026-07-30,单日,verified,中,13.jpg,,5.84461152659714,-0.04216168819069255,10290386.99851982,6.48,0.06196831599140373,0.01837899038073476,1.0,部分卖出
172,2026-07-29,成都系,全通教育,300359,P83教育,1317.0,4.233773963742732,3110699.8419815223,3110699.8419815223,0.0,0.0,,,单日,verified,中,13.jpg,,,,3110699.8419815223,4.31,0.018004276305266576,0.018004276305266576,,持有至截止日
171,2026-07-29,广东帮,百奥赛图,688796,M73研究和试验发展,4362.0,126.07428426766286,345986.49719392625,345986.49719392625,0.0,0.0,,,单日,verified,中,13.jpg,,,,345986.49719392625,148.37,0.17684586402253188,0.17684586402253188,,持有至截止日
170,2026-07-29,宁波桑田路,风华高科,000636,C39计算机、通信和其他电子设备制造业,13500.0,46.84494838248415,2881847.5558503983,2881847.5558503983,0.0,0.0,,,单日,verified,中,13.jpg,,,,2881847.5558503983,62.73,0.339098497618485,0.339098497618485,,持有至截止日
165,2026-07-29,江苏路,华之杰,603400,C34通用设备制造业,676.0,45.17700071068547,149633.6607932694,149633.6607932694,0.0,0.0,,,单日,verified,中,13.jpg,,,,149633.6607932694,42.98,-0.048630955488947025,-0.048630955488947025,,持有至截止日
173,2026-07-29,低位挖掘,汉缆股份,002498,C38电气机械和器材制造业,2094.0,6.756772898964427,3099112.59607517,3099112.59607517,0.0,0.0,,,单日,verified,中,13.jpg,,,,3099112.59607517,6.71,-0.006922372508863739,-0.00692237250886385,,持有至截止日
163,2026-07-29,紫阳东路,风华高科,000636,C39计算机、通信和其他电子设备制造业,21500.0,46.84494838248415,4589609.0704284115,4589609.0704284115,0.0,0.0,,,单日,verified,中,13.jpg,,,,4589609.0704284115,62.73,0.339098497618485,0.33909849761848476,,持有至截止日
161,2026-07-29,作手新一,圣阳股份,002580,C38电气机械和器材制造业,4314.0,17.549769848213288,2458151.8944758135,129399.54694217863,2328752.347533635,44040000.0,2026-07-30,2026-07-30,单日,verified,中,13.jpg,,18.91141410834967,0.07758758501753293,129399.54694217863,22.28,0.2695323182411016,0.08769174561594206,1.0,部分卖出
209,2026-07-30,低位挖掘,均瑶健康,605388,C15酒、饮料和精制茶制造业,160.0,6.049137025449018,264500.5383856773,264500.5383856773,0.0,0.0,,,单日,verified,中,12.jpg,,,,264500.5383856773,6.14,0.01502081605503669,0.01502081605503669,,持有至截止日
206,2026-07-30,消闲派,纳百川,301667,C36汽车制造业,533.0,61.78613103612708,86265.31408615771,86265.31408615771,0.0,0.0,,,单日,verified,中,12.jpg,,,,86265.31408615771,69.24,0.1206398400235571,0.1206398400235571,,持有至截止日
207,2026-07-30,中山东路,南宁百货,600712,F52零售业,434.0,5.158530597580935,841324.8536385961,841324.8536385961,0.0,0.0,,,单日,verified,中,12.jpg,,,,841324.8536385961,5.34,0.03517850655071508,0.03517850655071486,,持有至截止日
211,2026-07-30,山东帮,昊创瑞通,301668,C38电气机械和器材制造业,662.0,35.38112428005501,187105.41665098572,187105.41665098572,0.0,0.0,,,单日,verified,中,12.jpg,,,,187105.41665098572,36.15,0.02173124047328301,0.02173124047328301,,持有至截止日
208,2026-07-30,低位挖掘,浙江世宝,002703,C36汽车制造业,1525.0,14.344719365976506,1063108.981843917,1063108.981843917,0.0,0.0,,,单日,verified,中,12.jpg,,,,1063108.981843917,14.62,0.01919038128249606,0.01919038128249606,,持有至截止日
212,2026-07-30,山东帮,新芝生物,920685,未分类,403.0,13.275135085061077,303575.06527636654,303575.06527636654,0.0,0.0,,,单日,verified,中,12.jpg,,,,303575.06527636654,12.18,-0.08249521214239597,-0.08249521214239597,,持有至截止日
220,2026-07-30,温州帮,双星新材,002585,C29橡胶和塑料制品业,1746.0,8.489236818736739,2056721.9848860544,2056721.9848860544,0.0,0.0,,,单日,verified,中,12.jpg,,,,2056721.9848860544,10.87,0.2804449012434942,0.2804449012434942,,持有至截止日
217,2026-07-30,温州帮,艾艾精工,603580,C29橡胶和塑料制品业,2266.0,58.323883250441845,388520.0836627821,388520.0836627821,0.0,0.0,,,单日,verified,中,12.jpg,,,,388520.0836627821,52.91,-0.09282446484564,-0.09282446484563989,,持有至截止日
218,2026-07-30,温州帮,利尔化学,002258,C26化学原料和化学制品制造业,1921.0,16.097519866059155,1193351.5323999294,1193351.5323999294,0.0,0.0,,,单日,verified,中,12.jpg,,,,1193351.5323999294,13.58,-0.15639178500827478,-0.15639178500827478,,持有至截止日
219,2026-07-30,温州帮,海南海药,000566,C27医药制造业,1914.0,5.818817020861773,3289328.386058331,3289328.386058331,0.0,0.0,,,单日,partially_obscured,低,12.jpg,末位被头像遮挡，OCR复核,,,3289328.386058331,5.45,-0.06338350553720462,-0.06338350553720462,,持有至截止日
204,2026-07-30,深南东路,新风光,688663,C38电气机械和器材制造业,1414.0,49.33246494373691,286626.6669651821,286626.6669651821,0.0,0.0,,,单日,verified,中,12.jpg,,,,286626.6669651821,57.2,0.15947986919437174,0.15947986919437196,,持有至截止日
202,2026-07-30,玉兰路,普联软件,300996,I65软件和信息技术服务业,1566.0,15.07375389308651,1038891.8454600993,0.0,1038891.8454600993,18425978.9535206,2026-08-04,2026-08-04,单日,verified,中,12.jpg,,17.736185950482838,0.1766270085262196,0.0,17.24,0.14370979666233152,0.1766270085262196,5.0,已全部卖出
203,2026-07-30,广东帮,高争民爆,002827,C26化学原料和化学制品制造业,1476.0,31.45,469316.3751987282,255502.74500715575,213813.63019157242,12390000.0,2026-08-13,2026-08-13,单日,verified,中,12.jpg,,57.947662124714995,0.8425329769384735,255502.74500715575,56.74,0.804133545310016,0.8216277609556923,14.0,部分卖出
186,2026-07-30,呼家楼,德明利,001309,C39计算机、通信和其他电子设备制造业,10400.0,370.9600306931732,280353.6537498834,0.0,280353.6537498834,100702352.34322529,2026-08-03,2026-08-03,单日,verified,中,12.jpg,,359.1975741934384,-0.031708150545910696,0.0,406.19,0.09496971746793403,-0.031708150545910696,4.0,已全部卖出
189,2026-07-30,紫阳东路,海南海药,000566,C27医药制造业,5858.0,5.818817020861773,10067338.39369368,405229.7913675122,9662108.602326168,55722198.17518107,2026-07-31,2026-07-31,单日,verified,中,12.jpg,,5.767084646695635,-0.00889053118196792,405229.7913675122,5.45,-0.06338350553720462,-0.011083978522806404,1.0,部分卖出
191,2026-07-30,江苏路,普联软件,300996,I65软件和信息技术服务业,1943.0,15.07375389308651,1288995.4378856788,0.0,1288995.4378856788,22899708.266669784,2026-08-03,2026-08-03,单日,verified,中,12.jpg,,17.76554640428507,0.17857479499072482,0.0,17.24,0.14370979666233152,0.17857479499072482,4.0,已全部卖出
192,2026-07-30,江苏路,纳百川,301667,C36汽车制造业,1590.0,61.78613103612708,257339.3046847857,257339.3046847857,0.0,0.0,,,单日,verified,中,12.jpg,,,,257339.3046847857,69.24,0.1206398400235571,0.1206398400235571,,持有至截止日
201,2026-07-30,玉兰路,红板科技,603459,C39计算机、通信和其他电子设备制造业,2230.0,87.15296252289384,255871.96756670327,255871.96756670327,0.0,0.0,,,单日,verified,中,12.jpg,,,,255871.96756670327,97.33,0.1167721346756605,0.1167721346756605,,持有至截止日
238,2026-07-31,佛山系,香江控股,600162,K70房地产业,1973.0,3.040092343626466,6489934.439446821,6489934.439446821,0.0,0.0,,,单日,verified,中,11.jpg,,,,6489934.439446821,4.7,0.5460056698124713,0.5460056698124713,,持有至截止日
239,2026-07-31,秋千,爱丽家居,603221,C29橡胶和塑料制品业,1001.0,22.53999999199626,444099.37903968303,444099.37903968303,0.0,0.0,,,单日,verified,中,11.jpg,,,,444099.37903968303,27.3,0.21118012465368108,0.21118012465368108,,持有至截止日
247,2026-07-31,孙哥,长裕集团,603407,C26化学原料和化学制品制造业,1108.0,59.896502328485525,184985.75992359046,5280.158842697769,179705.6010808927,10120000.0,2026-08-03,2026-08-03,单日,verified,中,11.jpg,,56.31432709459391,-0.059806083738348836,5280.158842697769,62.62,0.045470061950833474,-0.05680112394135972,3.0,部分卖出
235,2026-07-31,低位挖掘,万邦医药,301520,M73研究和试验发展,1169.0,44.69919602710758,261525.95659462563,0.0,261525.95659462563,14529241.758980867,2026-08-05,2026-08-11,单日,verified,中,11.jpg,,55.55563947903534,0.24287782369382938,0.0,85.79,0.9192738936058968,0.24287782369382938,5.0,已全部卖出
243,2026-07-31,深南东路,百合花,603823,C26化学原料和化学制品制造业,3416.0,47.98840938064591,711838.5552028108,711838.5552028108,0.0,0.0,,,单日,verified,中,11.jpg,,,,711838.5552028108,70.99,0.4793155454873401,0.4793155454873399,,持有至截止日
233,2026-07-31,三板组,立新能源,001258,D44电力、热力生产和供应业,1966.0,12.035925679541606,1633443.1204919803,1633443.1204919803,0.0,0.0,,,单日,verified,中,11.jpg,,,,1633443.1204919803,13.75,0.14241316921488956,0.14241316921488956,,持有至截止日
234,2026-07-31,低位挖掘,立新能源,001258,D44电力、热力生产和供应业,1966.0,12.035925679541606,1633443.1204919803,0.0,1633443.1204919803,23341360.73269749,2026-08-10,2026-08-10,单日,verified,中,11.jpg,,14.289668516689614,0.18725130888593533,0.0,13.75,0.14241316921488956,0.18725130888593533,10.0,已全部卖出
222,2026-07-31,紫阳东路,蓝色光标,300058,L72商务服务业,18700.0,13.535966034469569,13815046.486065444,13815046.486065444,0.0,0.0,,,单日,verified,中,11.jpg,,,,13815046.486065444,15.1,0.11554653443630047,0.11554653443630047,,持有至截止日
224,2026-07-31,作手新一,利欧股份,002131,L72商务服务业,8558.0,4.51348100826885,18960974.875758763,668997.4682328254,18291977.407525938,91130000.0,2026-08-03,2026-08-03,单日,verified,中,11.jpg,,4.981965479713858,0.10379670825837706,668997.4682328254,5.33,0.18090670820044652,0.10651736977893167,3.0,部分卖出
226,2026-07-31,作手新一,致远互联,688369,I65软件和信息技术服务业,6011.0,21.709657814167233,2768813.793130059,2768813.793130059,0.0,0.0,,,单日,verified,中,11.jpg,,,,2768813.793130059,20.9,-0.03729482155351482,-0.03729482155351482,,持有至截止日
225,2026-07-31,作手新一,泛微网络,603039,I65软件和信息技术服务业,6753.0,36.05217647962326,1873118.5352476027,0.0,1873118.5352476027,81909326.97653726,2026-08-06,2026-08-06,单日,verified,中,11.jpg,,43.72885401281338,0.21293242968365544,0.0,44.9,0.24541718099537024,0.21293242968365544,6.0,已全部卖出
229,2026-07-31,中山东路,麦格米特,002851,C38电气机械和器材制造业,10400.0,105.94702397820072,981622.66475176,981622.66475176,0.0,0.0,,,单日,verified,中,11.jpg,,,,981622.66475176,131.4,0.24024248219597366,0.24024248219597366,,持有至截止日
230,2026-07-31,中山东路,爱丽家居,603221,C29橡胶和塑料制品业,942.0,22.53999999199626,417923.6913640174,417923.6913640174,0.0,0.0,,,单日,verified,中,11.jpg,,,,417923.6913640174,27.3,0.21118012465368108,0.21118012465368086,,持有至截止日
231,2026-07-31,玉兰路,普联软件,300996,I65软件和信息技术服务业,5100.0,17.33287978665974,2942384.6831991635,1528663.5417720913,1413721.1414270722,25074021.0464794,2026-08-04,2026-08-04,单日,verified,中,11.jpg,,17.736185950482838,0.02326827213868432,1528663.5417720913,17.24,-0.005358589444047546,0.008395696208436387,4.0,部分卖出
232,2026-07-31,三板组,托伦斯,301583,C34通用设备制造业,3034.0,162.9713800464921,186167.65711467052,186167.65711467052,0.0,0.0,,,单日,verified,中,11.jpg,,,,186167.65711467052,161.85,-0.006880840342471162,-0.006880840342471273,,持有至截止日
227,2026-07-31,江苏路,蓝色光标,300058,L72商务服务业,14700.0,13.535966034469569,10859956.32861829,10859956.32861829,0.0,0.0,,,单日,verified,中,11.jpg,,,,10859956.32861829,15.1,0.11554653443630047,0.11554653443630047,,持有至截止日
266,2026-08-03,低位挖掘,万邦医药,301520,M73研究和试验发展,1944.0,43.200181117372495,449998.11336861295,17444.900138945493,432553.21322966745,28650758.241019133,2026-08-11,2026-08-11,单日,verified,中,10.jpg,,66.23637824141372,0.5332430681587459,17444.900138945493,85.79,0.985871303801096,0.5507899292149829,8.0,部分卖出
267,2026-08-03,低位挖掘,凯旺科技,301182,C39计算机、通信和其他电子设备制造业,1031.0,59.061303392853404,174564.38323790094,174564.38323790094,0.0,0.0,,,单日,verified,中,10.jpg,,,,174564.38323790094,70.33,0.1907966123299294,0.1907966123299294,,持有至截止日
269,2026-08-03,欢乐海岸,宏桥控股,002379,C32有色金属冶炼和压延加工业,2020.0,18.967107762113777,1065001.593988351,1065001.593988351,0.0,0.0,,,单日,verified,中,10.jpg,,,,1065001.593988351,19.29,0.017023799407687834,0.017023799407687612,,持有至截止日
264,2026-08-03,成都系,久盛电气,301082,C38电气机械和器材制造业,1295.0,9.960540563895968,1300130.2406156494,1300130.2406156494,0.0,0.0,,,单日,verified,中,10.jpg,,,,1300130.2406156494,10.37,0.041108154068284275,0.041108154068284275,,持有至截止日
259,2026-08-03,中山东路,盈峰环境,000967,C35专用设备制造业,3349.0,8.484907362471283,3947008.3254092033,3947008.3254092033,0.0,0.0,,,单日,verified,中,10.jpg,,,,3947008.3254092033,9.47,0.11609939807778913,0.11609939807778913,,持有至截止日
261,2026-08-03,湖州劳动路,盈峰环境,000967,C35专用设备制造业,1579.0,8.484907362471283,1860951.372296546,1860951.372296546,0.0,0.0,,,单日,verified,中,10.jpg,,,,1860951.372296546,9.47,0.11609939807778913,0.11609939807778913,,持有至截止日
249,2026-08-03,作手新一,富瀚微,300613,I65软件和信息技术服务业,39100.0,67.47870718253066,5794420.437581008,5794420.437581008,0.0,0.0,,,单日,verified,中,10.jpg,,,,5794420.437581008,75.91,0.12494745630888571,0.12494745630888571,,持有至截止日
262,2026-08-03,温州帮,乐山电力,600644,D44电力、热力生产和供应业,1535.0,9.877399951072512,1554052.6936274623,1554052.6936274623,0.0,0.0,,,单日,verified,中,10.jpg,,,,1554052.6936274623,9.44,-0.044282903723567246,-0.04428290372356736,,持有至截止日
251,2026-08-03,江苏路,久盛电气,301082,C38电气机械和器材制造业,1813.0,9.960540563895968,1820182.336861909,1820182.336861909,0.0,0.0,,,单日,verified,中,10.jpg,,,,1820182.336861909,10.37,0.041108154068284275,0.041108154068284275,,持有至截止日
252,2026-08-03,江苏路,乐山电力,600644,D44电力、热力生产和供应业,1533.0,9.877399951072512,1552027.8692709443,1552027.8692709443,0.0,0.0,,,单日,verified,中,10.jpg,,,,1552027.8692709443,9.44,-0.044282903723567246,-0.04428290372356736,,持有至截止日
253,2026-08-03,江苏路,长城电工,600192,C38电气机械和器材制造业,903.0,6.948431769786195,1299573.8173993547,1299573.8173993547,0.0,0.0,,,单日,verified,中,10.jpg,,,,1299573.8173993547,7.17,0.031887516141015926,0.031887516141015704,,持有至截止日
256,2026-08-03,新闻路,盈峰环境,000967,C35专用设备制造业,1977.0,8.484907362471283,2330019.5459343074,2330019.5459343074,0.0,0.0,,,单日,verified,中,10.jpg,,,,2330019.5459343074,9.47,0.11609939807778913,0.11609939807778913,,持有至截止日
257,2026-08-03,新闻路,天娱数科,002354,I64互联网和相关服务,1716.0,7.147998712740461,2400671.9488371387,2400671.9488371387,0.0,0.0,,,单日,verified,中,10.jpg,,,,2400671.9488371387,8.14,0.1387802834227454,0.1387802834227454,,持有至截止日
258,2026-08-03,新闻路,富瀚微,300613,I65软件和信息技术服务业,4498.0,67.47870718253066,666580.6426659686,666580.6426659686,0.0,0.0,,,单日,verified,中,10.jpg,,,,666580.6426659686,75.91,0.12494745630888571,0.12494745630888571,,持有至截止日
260,2026-08-03,玉兰路,普联软件,300996,I65软件和信息技术服务业,1591.0,17.76554640428507,895553.6541314872,895553.6541314872,0.0,0.0,,,单日,verified,中,10.jpg,,,,895553.6541314872,17.24,-0.029582338326408664,-0.029582338326408664,,持有至截止日
304,2026-08-04,独股一剑,万邦医药,301520,M73研究和试验发展,714.0,44.61951863450916,160019.6554894668,128881.52826677228,31138.127222694515,1823066.799426084,2026-08-10,2026-08-10,单日,verified,中,9.jpg,,58.547734306171485,0.3121552203588791,128881.52826677228,85.79,0.9227011546836634,0.8038953934779383,6.0,部分卖出
298,2026-08-04,杭州帮,风华高科,000636,C39计算机、通信和其他电子设备制造业,14600.0,52.031092382906245,2806014.5062025515,2806014.5062025515,0.0,0.0,,,单日,verified,中,9.jpg,,,,2806014.5062025515,62.73,0.20562527379510986,0.20562527379510986,,持有至截止日
299,2026-08-04,成都系,光迅科技,002281,C39计算机、通信和其他电子设备制造业,12900.0,167.72682046082332,769107.7649094951,769107.7649094951,0.0,0.0,,,单日,verified,中,9.jpg,,,,769107.7649094951,191.52,0.14185673748423655,0.14185673748423655,,持有至截止日
300,2026-08-04,成都系,华胜天成,600410,I65软件和信息技术服务业,10200.0,15.240899470770977,6692518.390769244,6692518.390769244,0.0,0.0,,,单日,verified,中,9.jpg,,,,6692518.390769244,15.41,0.011095180409353533,0.011095180409353533,,持有至截止日
301,2026-08-04,成都系,青云科技,688316,I64互联网和相关服务,806.0,53.99515977650906,149272.639128416,149272.639128416,0.0,0.0,,,单日,verified,中,9.jpg,,,,149272.639128416,54.77,0.014350179288256104,0.014350179288256104,,持有至截止日
306,2026-08-04,温州帮,兔宝宝,002043,C20木材加工和木、竹、藤、棕、草制品业,479.0,12.96155271030509,369554.4898869799,369554.4898869799,0.0,0.0,,,单日,verified,中,9.jpg,,,,369554.4898869799,12.45,-0.03946693129584555,-0.03946693129584555,,持有至截止日
297,2026-08-04,杭州帮,东山精密,002384,C39计算机、通信和其他电子设备制造业,34700.0,176.5662702796145,1965267.7685861667,1965267.7685861667,0.0,0.0,,,单日,verified,中,9.jpg,,,,1965267.7685861667,205.19,0.16211323756828677,0.162113237568287,,持有至截止日
311,2026-08-04,深南东路,豪尔赛,002963,E50建筑装饰、装修和其他建筑业,1506.0,15.656814770932069,961881.4695285215,961881.4695285215,0.0,0.0,,,单日,verified,中,9.jpg,,,,961881.4695285215,17.83,0.13880123517221366,0.13880123517221366,,持有至截止日
296,2026-08-04,葛卫东,新能股份,000595,C34通用设备制造业,4166.0,5.951000202402696,7000503.878857191,7000503.878857191,0.0,0.0,,,3日,verified,低,9.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,,,7000503.878857191,5.97,0.003192706595713579,0.003192706595713579,,持有至截止日
305,2026-08-04,bike770,青云科技,688316,I64互联网和相关服务,670.0,53.99515977650906,124085.19629781478,124085.19629781478,0.0,0.0,,,单日,verified,中,9.jpg,,,,124085.19629781478,54.77,0.014350179288256104,0.014350179288256104,,持有至截止日
294,2026-08-04,五星路,高争民爆,002827,C26化学原料和化学制品制造业,11800.0,39.151090170080145,3013964.6044946504,1726388.708625368,1287575.8958692823,50409999.99999999,2026-08-04,2026-08-04,3日,verified,低,9.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,39.151090170080145,0.0,1726388.708625368,56.74,0.44925721744937674,0.2573330112491812,0.0,部分卖出
276,2026-08-04,紫阳东路,行云科技,300209,F52零售业,16000.0,32.13474277348719,4979034.7203901755,4979034.7203901755,0.0,0.0,,,单日,verified,中,9.jpg,,,,4979034.7203901755,38.93,0.21146138540493453,0.21146138540493453,,持有至截止日
277,2026-08-04,紫阳东路,东山精密,002384,C39计算机、通信和其他电子设备制造业,36500.0,176.5662702796145,2067212.4943341522,2067212.4943341522,0.0,0.0,,,单日,verified,中,9.jpg,,,,2067212.4943341522,205.19,0.16211323756828677,0.16211323756828677,,持有至截止日
279,2026-08-04,紫阳东路,东阳光,600673,S91综合,12200.0,31.231634077063905,3906295.76726487,3906295.76726487,0.0,0.0,,,单日,verified,中,9.jpg,,,,3906295.76726487,36.45,0.16708590751479102,0.16708590751479124,,持有至截止日
280,2026-08-04,紫阳东路,红板科技,603459,C39计算机、通信和其他电子设备制造业,10800.0,85.0850087862646,1269318.7853021014,0.0,1269318.7853021014,115205061.3365992,2026-08-05,2026-08-10,单日,verified,中,9.jpg,,90.7613301485805,0.0667135308944371,0.0,97.33,0.14391479049494005,0.0667135308944371,1.0,已全部卖出
282,2026-08-04,作手新一,新能股份,000595,C34通用设备制造业,3005.0,6.552855277168279,4585787.222358079,4585787.222358079,0.0,0.0,,,单日,verified,中,9.jpg,,,,4585787.222358079,5.97,-0.08894676480939334,-0.08894676480939345,,持有至截止日
283,2026-08-04,江苏路,德龙汇能,000593,D45燃气生产和供应业,2021.0,20.47000031409077,987298.4704396026,987298.4704396026,0.0,0.0,,,单日,verified,中,9.jpg,,,,987298.4704396026,25.02,0.22227648344378315,0.22227648344378315,,持有至截止日
284,2026-08-04,江苏路,风范股份,601700,C33金属制品业,2058.0,5.759092694327003,3573479.5552556985,3573479.5552556985,0.0,0.0,,,单日,verified,中,9.jpg,,,,3573479.5552556985,6.56,0.13906831304554812,0.13906831304554812,,持有至截止日
285,2026-08-04,江苏路,引力传媒,603598,L72商务服务业,1634.0,18.180062027925313,898786.8124377737,898786.8124377737,0.0,0.0,,,单日,verified,中,9.jpg,,,,898786.8124377737,18.53,0.019248447642101985,0.019248447642101985,,持有至截止日
278,2026-08-04,紫阳东路,光智科技,300489,C39计算机、通信和其他电子设备制造业,6744.0,158.86473249117424,424512.0924101052,424512.0924101052,0.0,0.0,,,单日,verified,中,9.jpg,,,,424512.0924101052,252.0,0.5862551495751263,0.5862551495751263,,持有至截止日
286,2026-08-04,江苏路,华之杰,603400,C34通用设备制造业,753.0,43.58919476798376,172749.23384294266,172749.23384294266,0.0,0.0,,,单日,verified,中,9.jpg,,,,172749.23384294266,42.98,-0.013975820641477399,-0.013975820641477399,,持有至截止日
287,2026-08-04,江苏路,汉缆股份,002498,C38电气机械和器材制造业,501.0,7.345856780643364,682017.1083652974,682017.1083652974,0.0,0.0,,,单日,verified,中,9.jpg,,,,682017.1083652974,6.71,-0.08655992073230623,-0.08655992073230634,,持有至截止日
289,2026-08-04,呼家楼,神剑股份,002361,C26化学原料和化学制品制造业,10500.0,10.310706798361904,10183588.967604209,10183588.967604209,0.0,0.0,,,3日,verified,低,9.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,,,10183588.967604209,11.92,0.1560798142270683,0.1560798142270683,,持有至截止日
290,2026-08-04,知春路,东山精密,002384,C39计算机、通信和其他电子设备制造业,41500.0,176.5662702796145,2350392.288078557,0.0,2350392.288078557,425183652.6176297,2026-08-05,2026-08-05,单日,verified,中,9.jpg,,180.8990162085738,0.024538921970191918,0.0,205.19,0.16211323756828677,0.024538921970191918,1.0,已全部卖出
291,2026-08-04,新闻路,欣天科技,300615,C39计算机、通信和其他电子设备制造业,679.0,9.43377064319237,719754.619527434,0.0,719754.619527434,12348492.006907348,2026-08-07,2026-08-07,3日,verified,低,9.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,17.156530395060113,0.8186291615474739,0.0,17.62,0.8677579375660365,0.8186291615474739,3.0,已全部卖出
292,2026-08-04,新闻路,中大力德,002896,C34通用设备制造业,2280.0,72.2603582501161,315525.6983515352,0.0,315525.6983515352,22800000.0,2026-08-04,2026-08-04,3日,verified,低,9.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,72.2603582501161,0.0,0.0,77.56,0.0733409282519768,0.0,0.0,已全部卖出
334,2026-08-05,低位挖掘,汉鑫科技,920092,未分类,71200.0,35.09549153176225,20287506.14179668,20287506.14179668,0.0,0.0,,,单日,verified,中,8.jpg,图片原文712e，按7.12亿元记71200万元,,,20287506.14179668,29.45,-0.16086087657877501,-0.16086087657877501,,持有至截止日
337,2026-08-05,成都系,长飞光纤,601869,C39计算机、通信和其他电子设备制造业,10800.0,293.31725071424955,368202.0056338721,368202.0056338721,0.0,0.0,,,单日,verified,中,8.jpg,,,,368202.0056338721,355.18,0.21090729963924737,0.21090729963924715,,持有至截止日
338,2026-08-05,成都系,中钨高新,000657,C33金属制品业,10000.0,55.37751386709813,1805787.0969071034,1805787.0969071034,0.0,0.0,,,单日,verified,中,8.jpg,,,,1805787.0969071034,68.29,0.23317200847786101,0.23317200847786101,,持有至截止日
339,2026-08-05,成都系,万集科技,300552,C39计算机、通信和其他电子设备制造业,847.0,24.18609806871735,350201.1765575044,350201.1765575044,0.0,0.0,,,单日,verified,中,8.jpg,,,,350201.1765575044,21.84,-0.09700192490957549,-0.09700192490957538,,持有至截止日
341,2026-08-05,温州帮,浩通科技,301026,C42废弃资源综合利用业,1733.0,20.612201264106403,840764.1560427634,840764.1560427634,0.0,0.0,,,单日,verified,中,8.jpg,,,,840764.1560427634,21.85,0.06005174896332255,0.06005174896332277,,持有至截止日
343,2026-08-05,上塘路,金安国纪,002636,C39计算机、通信和其他电子设备制造业,5448.0,53.68426139094977,1014822.5678892245,1014822.5678892245,0.0,0.0,,,单日,verified,中,8.jpg,结合当日东方财富龙虎榜复核代码002636,,,1014822.5678892245,67.79,0.2627537055288278,0.2627537055288278,,持有至截止日
333,2026-08-05,低位挖掘,东山精密,002384,C39计算机、通信和其他电子设备制造业,28200.0,180.8990162085738,1558880.7828277976,1558880.7828277976,0.0,0.0,,,单日,verified,中,8.jpg,,,,1558880.7828277976,205.19,0.13427924761856658,0.13427924761856658,,持有至截止日
340,2026-08-05,温州帮,华锐精密,688059,C33金属制品业,3636.0,82.32239792695043,441678.09630939557,441678.09630939557,0.0,0.0,,,单日,verified,中,8.jpg,,,,441678.09630939557,95.21,0.15655037265174787,0.15655037265174787,,持有至截止日
332,2026-08-05,新闻路,云南锗业,002428,C32有色金属冶炼和压延加工业,11300.0,82.69120924499255,1366529.7802721737,1366529.7802721737,0.0,0.0,,,单日,verified,中,8.jpg,,,,1366529.7802721737,101.59,0.22854655201637275,0.22854655201637297,,持有至截止日
331,2026-08-05,葛卫东,华电辽能,600396,D44电力、热力生产和供应业,17600.0,16.147209056847625,10899716.438944774,10899716.438944774,0.0,0.0,,,3日,verified,低,8.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,,,10899716.438944774,16.99,0.05219421760040732,0.05219421760040732,,持有至截止日
316,2026-08-05,大连黄河路,魅视科技,001229,C39计算机、通信和其他电子设备制造业,5067.0,38.47475350281244,1316967.5017228143,1316967.5017228143,0.0,0.0,,,3日,verified,低,8.jpg,3日榜单无法定位逐笔成交日，收益为区间VWAP估算,,,1316967.5017228143,41.48,0.07810957117549511,0.07810957117549511,,持有至截止日
317,2026-08-05,紫阳东路,中钨高新,000657,C33金属制品业,15800.0,55.37751386709813,2853143.6131132236,2853143.6131132236,0.0,0.0,,,单日,verified,中,8.jpg,,,,2853143.6131132236,68.29,0.23317200847786101,0.23317200847786124,,持有至截止日
